seed,input,predicted_label,predicted_explanation
1319,Bob rested his bottom on a chair in the orchestra pit.  A bottom is also called what?,butt,a bottom is a part of the body that is attached to a chair.
1319,The animals were in the back of the van.  Sally and Jim were nervoud about that.  They were afraid their pets might get hurt during the what?,move,the animals are in the back of the van. sally and jim were nervoud about that.
1319,Joe bought a bunch of grapes because he likes to use them to top his what?,deserts,joe likes to use grapes to top his deserts
1319,"Despite reports of bad weather, the wedding day was gorgeous, what did the weather do?",surprise us,the wedding day was beautiful despite reports of bad weather.
1319,"He just needed to pick up one more thing off his list and fill his cart, he grabbed some coffee on his way to checking out of where?",grocery store,"grocery store is a place where you can buy things. if you are a grocery store customer, you can get coffee at internet cafe."
1319,What form of alcohol is made from grapes?,wine,wine is made from grapes.
1319,What does a police officer in their sixities?,retire,police officer in their sixties do not retire.
1319,Outside of the city where could you find a sloth in a small zoo?,countryside,countryside is the place where you can find a sloth in a small zoo.
1319,How can a person destroy a car after becoming inebriated?,automobile accidents,automobile accidents are caused by drunk driving.
1319,"The banjo finds it's history in the Caribbean, but it's probably most famous where?",united states,
1319,Where would an automobile drive in order to get somewhere quicker?,fast lane,fast lane is a place where an automobile drives in order to get somewhere faster.
1319,"They had to take the motorway and famous turnpike to get to the even MTV-made famous shore, where were they?",new jersey,they had to take the turnpike and motorway to get to the famous shore.
1319,"A politician makes countless empty promises during a campaign, but the only real goal is to what?",win elections,the only real goal is to win elections.
1319,What does hurting someone else cause?,suffering,suffering is the result of hurting someone else.
1319,Jodie felt a tightness in her chest. She was worried but didn't want to go to the hospital. Where might she go instead?,bedroom,she felt tightness in her chest. she was worried but didn't want to go to the hospital. she was worried
1319,"Other than water, sugar is the main ingredient in what?",soda pop,soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink.
1319,Where can you find millions of apartment?,michigan,michigan is a city where people live in.
1319,Where is a good place to put a hamburger?,mouth,mouth is the place where a hamburger is put.
1319,What could happen to guns if they are hit on the ground?,break,breaking means breaking of the gun. if a gun is hit on the ground it breaks.
